Temperatura,Humedad,Velocidad_viento,Dia_semana,Hora,Dia_festivo,Consumo_dia_anterior,Consumo_semana_anterior,Demanda_max_mes_anterior,Demanda_energia
38.78338511,27.78003151,40.49565602,Martes,0,0,4079.419774,3954.220142,4101.310063,14894.10934
31.00531293,82.46569576,23.01033091,Miércoles,14,0,1687.340667,1776.096451,2016.893574,6789.37208
37.57995766,26.71992592,45.18836307,Viernes,1,0,3303.755931,3326.648754,3346.971779,11528.94392
35.79309402,17.64696609,20.49238366,Lunes,21,0,3707.197258,3409.120934,4389.943334,13323.0428
23.91599915,49.26214237,26.24670421,Viernes,1,0,3646.242323,3393.189426,4079.583657,13995.79116
36.8749694,69.24766956,23.85648837,Viernes,9,0,1469.159511,1572.350447,1683.451257,6106.096193
3.539700082,49.39451424,22.38119363,Miércoles,19,0,2377.52985,2614.71386,2636.632269,9783.22507
7.839314497,34.90787188,38.75953846,Miércoles,14,0,2300.150086,2224.55929,2490.366312,7667.678787
1.809091556,60.23540655,26.33844536,Miércoles,9,0,3290.10749,3215.554748,3860.809229,12692.62881
13.01321323,41.23021019,15.8358561,Jueves,18,0,4060.948515,3780.327247,4848.629044,14327.0956
15.54709159,93.95809211,12.90790838,Martes,21,0,3282.361465,3108.864427,3338.114597,12537.53772
10.85396127,93.03806256,1.887365848,Domingo,12,0,4019.309755,3958.722555,4644.02151,15637.19615
33.14950037,55.2134638,29.15975809,Lunes,23,0,1395.870387,1335.677565,1467.997136,4922.839631
14.27013307,39.50955946,11.49807077,Miércoles,10,0,4512.554763,4694.342901,5050.584284,16970.93633
11.23738039,76.34191726,7.406696101,Sábado,21,0,3146.468277,3170.286691,3517.542497,11920.79926
21.70784333,13.30416491,32.69149819,Lunes,1,0,1149.994642,1224.122636,1467.656637,5054.338184
5.636968999,52.72921054,34.06046289,Domingo,20,0,3572.852012,3733.290873,3889.204223,12636.17914
32.08787923,40.26910548,37.60774461,Lunes,12,0,3069.388749,2841.08799,3149.498803,10776.72499
2.982025747,92.84822966,25.17884482,Lunes,21,0,1881.478275,1739.761179,2105.36553,7061.932271
39.47547746,11.08027245,44.70273026,Miércoles,21,0,4057.701834,4378.786676,5125.850593,16554.87419
30.88979077,59.75333881,46.81713767,Miércoles,20,0,4734.273005,5036.803692,5689.790837,18241.28797
7.948627261,76.6597223,40.36854699,Martes,0,0,2290.733815,2276.035241,2449.974819,8023.893036
0.220884685,53.65161888,31.7796741,Domingo,4,0,2975.662731,2755.680398,3557.096855,10983.41325
32.61845714,17.68627271,15.18604768,Miércoles,20,0,1512.699995,1633.285265,1958.319514,5672.325282
28.27429375,97.5215251,49.14724608,Miércoles,21,1,4719.198895,4465.023368,5446.568174,16622.98167
29.16028672,56.62093882,13.70680836,Lunes,6,0,2275.184238,2063.835446,2640.313222,8468.094347
30.85081387,65.27676199,10.1328461,Martes,12,0,1779.138735,1930.094929,2223.794256,7517.367723
2.961786069,31.29488044,22.10770569,Viernes,12,0,2913.714707,3093.744759,3253.172207,10923.8738
14.33862914,53.51482766,2.842028536,Miércoles,19,0,1173.129958,1218.525792,1255.145938,4658.05691
4.634762381,48.62345428,48.92472323,Sábado,22,0,2011.347325,1823.901966,2234.346813,8077.628115
34.52413704,16.74062578,29.42167782,Miércoles,20,0,1270.630946,1277.856053,1521.708352,5802.498745
24.93192507,19.55443182,27.84760458,Viernes,5,0,1509.484618,1555.866901,1829.168081,5473.863246
13.23592099,85.37252677,32.78981399,Lunes,19,0,1448.630203,1523.769853,1556.335781,6211.834633
2.542334011,31.5837957,24.85118239,Domingo,11,0,4489.67982,4463.706021,4540.854238,16988.25231
12.43929287,27.54624443,1.603175855,Martes,7,0,4721.739392,5149.858842,6049.818085,19240.33878
13.00733288,55.44203061,30.61556444,Lunes,8,1,2898.088663,2750.15924,3253.403069,11100.08178
29.18424713,79.18724182,35.80869385,Domingo,17,0,3521.668351,3218.618167,3736.011907,12682.82444
25.50229885,15.57518667,20.83745303,Jueves,10,0,3783.607589,3657.058208,4208.709635,13069.79473
35.4885097,61.91271277,37.8647786,Miércoles,19,0,2565.253299,2648.267395,2765.674936,9346.366002
18.88859701,20.72893986,11.35006497,Domingo,10,0,2480.841868,2598.511773,3090.644857,9845.984664
4.783769838,13.28149457,11.06382955,Sábado,23,1,3702.276077,3878.872348,4520.591204,14063.86675
28.52979149,14.74695569,8.070849384,Domingo,23,0,2506.858061,2311.66097,2989.296887,9302.937856
30.43140194,85.07476974,18.59973799,Jueves,14,0,3324.038078,3580.04848,3713.983236,13400.82961
22.4510879,20.61752353,42.35060177,Miércoles,8,0,3060.771243,2926.607663,3577.227679,11792.72604
30.8386872,14.0636228,41.39560311,Jueves,2,0,3097.842404,2918.112469,3444.977715,11784.64737
19.75182385,49.41098984,19.1412104,Viernes,16,0,4317.435452,4416.268005,4703.318355,16312.79135
20.90931318,85.95941247,29.4559368,Miércoles,16,0,3816.228436,3596.298484,4182.329423,14224.40482
17.10164073,33.61675388,36.04081582,Sábado,2,0,4842.730616,4850.516267,5766.666234,17701.78541
1.01676507,47.95413558,12.06033873,Miércoles,18,0,4163.906509,4086.482579,4739.735545,15209.93957
4.31565708,13.59302793,8.407054295,Jueves,8,0,1583.170058,1498.322992,1697.131564,5804.546616
1.257167427,50.41706627,48.60479966,Martes,16,0,3953.933212,3789.496747,4744.640526,14414.7682
25.45641645,61.98517726,30.87786566,Jueves,22,0,3662.590216,3609.414703,3915.853143,12665.30166
12.57423924,61.38163484,49.07078609,Miércoles,17,0,3584.175918,3473.898242,4167.478888,13373.72973
20.34282765,39.9184023,16.88779936,Miércoles,22,0,2922.978505,2853.748217,3381.522132,10854.57944
36.30265896,38.39798626,35.151585,Domingo,14,0,1249.855679,1308.707539,1497.927447,5059.23158
9.971689166,19.5961257,11.13018183,Martes,0,0,4805.93907,4487.189883,5449.393077,17415.32017
16.41531692,43.01184886,13.06000856,Lunes,9,1,4407.698779,4520.199637,4618.437491,16360.1692
30.22204554,18.9545202,25.59510606,Martes,7,0,2947.23215,3052.246614,3659.616797,11953.90176
9.15192662,78.99363502,15.98090628,Lunes,9,0,1634.323871,1733.065485,1788.885034,6712.449411
3.079196393,96.9646868,8.381078192,Sábado,1,0,4297.890631,4596.445474,5144.464976,16385.01457
11.59005812,97.3067011,13.1440351,Miércoles,18,0,2722.686422,2536.817084,2858.356691,10652.74164
6.44885149,87.85639894,1.787419723,Domingo,13,0,2560.455694,2375.212235,2646.885165,10060.55372
37.18790609,64.07129344,35.22118107,Viernes,7,0,3661.528928,3745.576405,4164.680464,13930.02138
32.32481518,73.07791275,24.60583285,Viernes,18,0,4034.701594,4242.017917,4951.575304,16367.73872
25.33615026,35.66852224,4.71215332,Jueves,0,0,1251.362946,1194.382493,1345.702112,4890.847993
34.85842361,66.76933782,8.584699656,Martes,15,0,4070.225666,4091.266458,4154.410159,15578.45631
32.14688308,51.00845945,5.126726906,Martes,23,0,3935.762005,4150.055927,4667.782802,15845.97702
7.462802355,53.38156058,30.62964041,Viernes,14,0,3356.838442,3536.431386,4078.516986,12505.60393
35.70235994,78.19989043,4.710518181,Lunes,19,0,2353.675657,2426.084214,2569.749403,9936.149052
21.57368968,35.372652,37.71411665,Martes,23,0,1659.208589,1519.432774,1888.375053,6162.641044
32.29760621,38.62356505,1.025545966,Lunes,4,0,1410.611877,1283.838455,1431.994023,5511.090193
35.843652,93.2177612,12.4687894,Lunes,2,0,1004.734775,982.3181996,1077.362709,4903.340953
12.720139,15.06018654,44.53333379,Lunes,16,0,1825.840703,1653.00203,1998.978381,6306.270806
4.402076981,53.70708686,35.92656591,Lunes,9,0,2645.34788,2859.168351,3306.321494,10780.83138
9.117406502,92.15207204,3.648416646,Domingo,4,0,1974.577326,1785.075033,2108.114716,7418.551987
17.08431155,64.9326707,41.05630522,Jueves,10,0,2235.916214,2025.566969,2438.803159,7921.84906
32.72059064,59.17663668,24.65175608,Jueves,5,0,2561.809661,2390.33615,2883.75434,9913.619351
34.42922333,32.47697613,42.33915136,Domingo,3,0,2233.049234,2289.775442,2575.576037,9206.050094
0.278085221,40.89479402,30.03698872,Viernes,6,0,3898.484155,3930.883786,4337.934824,14235.08614
20.4298921,86.68435742,34.0916516,Jueves,18,0,2966.907157,3061.543862,3262.671808,10797.07388
16.69644013,60.32963186,49.67507802,Sábado,6,0,1077.308591,1162.104658,1317.809168,4272.896137
8.884312419,56.32679744,11.6167773,Domingo,13,0,1906.672925,1889.492144,2225.90883,6902.012479
4.794614693,18.96217422,31.19727874,Martes,16,0,3838.632979,3488.454434,3956.720146,14327.40033
13.50460686,11.44253408,23.0160695,Sábado,22,0,2203.722093,2319.85676,2477.821274,7780.871196
37.71638816,96.73166698,1.972597646,Domingo,16,0,4680.567087,4972.601206,5637.685028,17217.5627
12.92811728,43.92875506,0.723532075,Jueves,12,0,3850.65619,3504.011155,4432.702505,13681.99639
20.75162487,64.28917559,5.961428891,Martes,0,0,2159.707904,2048.633821,2497.252818,8305.942061
28.12075836,17.17435659,32.45458703,Martes,1,0,3065.639385,3231.549826,3653.766042,11717.96237
14.5451841,71.48028572,28.3581544,Lunes,17,0,3668.956121,3578.079922,4019.906604,13549.12089
38.87128331,93.93100378,27.67147806,Viernes,3,0,1773.463461,1763.763112,2002.523862,6541.885816
38.4978918,61.80987277,1.592838126,Lunes,12,0,1984.749872,2113.034474,2170.105223,7970.512087
10.07129183,21.35037901,23.46514982,Domingo,0,1,3028.494983,2782.956445,3154.335745,10071.02835
19.88994024,62.35493747,46.23114089,Lunes,3,0,4699.57889,4866.211224,5768.923616,18374.80707
12.03513239,78.97124918,19.87959347,Sábado,1,0,2376.041467,2240.599684,2814.264766,8408.020206
11.39361978,46.57748829,31.24612349,Jueves,3,0,2608.521312,2380.3547,2986.174589,9399.334671
1.475477894,89.18539731,38.99093378,Sábado,15,0,1762.480843,1819.760711,1938.790243,6363.890485
24.38257336,68.3814658,39.19626396,Jueves,3,0,3372.834781,3117.451997,3810.520808,12832.18043
20.10716093,90.93240265,25.96400412,Sábado,8,0,3960.602989,4156.262527,4727.991025,15079.51144
2.05915005,66.11547801,42.89759727,Martes,16,0,2762.569065,2598.309687,3047.177183,9439.822448
11.14585857,21.81591748,19.56890467,Jueves,20,1,4000.997519,3639.717061,4599.967514,14757.77914
36.33063544,37.872254,44.43466074,Jueves,22,0,2210.418893,2033.274803,2223.544771,7001.679865
9.582475627,28.16154534,12.01135832,Sábado,19,1,3827.937672,4089.20992,4298.758045,14646.65855
5.795794884,91.79438479,14.01082035,Miércoles,20,0,2033.378133,1980.904051,2356.461735,7969.665101
19.57811041,78.43600606,2.65603121,Martes,1,0,4122.598167,3959.563131,4896.575113,16696.53114
39.42601816,70.8758532,39.77909183,Domingo,2,0,4322.566313,4314.957576,5079.955857,16720.18138
9.68221086,37.08696877,20.85276181,Martes,22,0,4190.894673,4302.315952,4918.832123,15875.03895
26.8854219,26.56402948,11.4558307,Domingo,14,0,1861.890423,1689.517444,1923.517806,6312.045455
30.46478461,78.08059792,11.58951388,Miércoles,6,0,3776.997752,4077.789176,4378.501265,14623.80705
9.50550176,52.67421513,45.06999706,Sábado,3,0,3154.16155,3443.386408,3477.966746,12045.03745
29.12865394,30.32105969,41.69583002,Sábado,11,1,4944.14796,4862.378493,5576.862246,18783.10629
14.71132531,65.49597803,27.67654427,Martes,0,0,2446.307284,2403.559973,2666.408026,8721.556707
25.29223322,13.63004669,30.80554002,Sábado,16,0,4085.005411,4394.289277,4897.885266,14659.26741
25.34118843,39.35532287,23.71627853,Viernes,3,0,2480.312468,2445.246703,2966.132717,9466.577553
21.43098736,52.17012951,19.58332714,Viernes,3,1,2587.429897,2771.753194,2994.742094,9242.343795
3.611590802,23.31625007,45.77384406,Domingo,21,0,1443.968738,1307.755396,1532.544712,5427.187652
33.41209982,98.61890298,6.280635176,Miércoles,22,0,1958.644743,1954.590587,2017.640923,8470.446703
12.8312026,28.81876281,20.92233949,Jueves,8,0,1657.937146,1807.95693,1859.885006,6890.345411
7.460740416,21.7317817,17.2280954,Viernes,20,0,1636.802244,1555.880266,1806.56275,5664.560917
1.631005662,28.31813865,24.90753601,Domingo,9,0,1036.066111,987.6102975,1191.316078,4610.573056
23.63571773,79.21550198,22.88159373,Sábado,18,0,4175.123078,4283.778977,4767.385463,15419.85477
27.10257447,48.29550933,25.94447658,Miércoles,18,0,2871.724872,3116.505464,3660.829736,10945.34991
0.663513157,60.88743458,6.995948861,Domingo,14,0,4216.670272,3962.609345,4483.056243,15678.45204
20.48372233,11.89082413,25.65707508,Domingo,21,0,3450.201637,3741.157849,4186.390494,13049.02395
9.059831008,13.09881777,12.12094069,Viernes,16,0,4325.35065,4466.36032,5057.029068,16104.6665
25.80691162,50.12429948,9.216567449,Lunes,6,1,3015.060013,3312.373461,3498.323666,12293.66717
6.97465716,83.49897189,3.241710939,Miércoles,2,0,1376.164085,1441.245319,1555.479607,4969.144446
27.63750952,89.67149908,38.13262794,Martes,4,0,3467.054573,3583.409299,4006.925188,13087.50208
15.46941385,17.80359108,21.37209604,Domingo,15,0,3711.059449,3944.784327,3961.297707,13376.49427
37.46919955,58.45267919,31.33218417,Viernes,22,0,3506.016673,3278.223982,4127.711203,12982.81669
5.500837766,92.19067177,36.37966717,Martes,6,0,4205.345261,4580.449958,4682.194621,15638.28937
13.64265404,44.9175479,33.96583327,Miércoles,15,0,3925.996976,3663.422772,3963.33941,13934.80824
4.53894085,84.66092483,23.52503595,Viernes,8,0,2730.529797,2471.495559,2847.961848,9941.234157
36.98774473,22.0326089,19.39492645,Martes,0,0,4276.414622,4445.6382,4892.262985,16105.06123
35.09357414,94.18550407,18.79799548,Jueves,2,0,3767.146169,3529.511142,4014.796402,13996.66353
10.31766511,77.62809858,32.00243985,Domingo,7,0,1481.466954,1558.133811,1695.294962,5548.168293
26.39936184,94.72009535,24.73971775,Jueves,17,0,3159.491662,3345.9263,3402.319277,12174.89111
32.68888801,70.89555102,42.4566124,Lunes,23,0,3914.223225,3708.099635,4096.707936,13352.31656
22.20803246,42.70635388,43.73509922,Sábado,23,0,3213.152807,2947.566661,3275.912619,11820.68211
21.18602313,94.43630553,8.5280189,Miércoles,17,0,4796.114604,4796.902093,5017.278095,17350.81954
9.674091636,34.80100987,6.811682577,Sábado,23,1,1405.965073,1515.691792,1728.891736,5309.004235
3.724110712,39.89552699,31.5200463,Sábado,18,0,3889.286772,4159.429709,4638.006033,14242.00799
35.88863032,73.07275762,15.0612874,Martes,6,0,4297.803246,3968.662393,4584.87151,15641.14639
36.01672229,78.87846696,0.928535938,Lunes,19,0,3810.61278,4164.834589,4382.42826,14705.46509
25.32405829,93.64631355,44.43213347,Miércoles,5,0,2542.34002,2422.315739,3049.551006,10107.3343
13.56119164,28.43221682,11.34503836,Jueves,10,0,2541.921253,2465.354099,2932.29309,8847.293749
13.96838298,81.81982317,46.46403258,Sábado,4,0,3346.27002,3111.39549,3896.426386,12395.15844
29.03822715,76.46914481,35.87172254,Martes,11,1,2588.392145,2525.133377,2602.040549,9808.180678
35.8844104,15.74151006,38.1326745,Sábado,0,0,4532.731989,4655.696946,4711.180557,16914.60164
35.48345697,44.85008271,10.07307479,Viernes,18,0,1439.722473,1441.472675,1646.915532,6099.189003
31.19502183,35.44889114,11.70972128,Jueves,10,0,3556.629392,3789.616704,3935.011303,13042.78029
25.68126585,37.40413819,26.06338769,Sábado,14,0,1536.459843,1579.880448,1714.377387,5997.739316
3.3655986,98.46521916,8.604992632,Viernes,15,0,3160.63921,3011.169087,3277.056033,11432.70636
6.465148564,67.84996721,15.27158463,Viernes,2,0,3862.32481,3906.693677,4045.046815,13567.06395
35.94216754,74.5908542,16.0731239,Martes,10,0,1662.043666,1517.17699,1698.301798,6359.235083
24.25716239,97.89558736,7.981496663,Martes,10,1,3816.132886,3877.794389,4338.678093,13867.55681
0.367882065,43.94816042,10.25914167,Viernes,9,0,1559.920125,1525.497002,1790.570343,5923.455852
4.058861715,82.16561516,39.4275921,Lunes,1,0,3482.214983,3202.522425,3521.804008,12859.33402
26.54007076,49.1077867,8.359792727,Sábado,19,0,3022.212117,2905.835162,3188.76734,11564.92469
0.202463354,88.25803046,1.422869592,Viernes,4,0,2192.299815,2366.845023,2678.496217,8907.604839
6.432322057,26.25917872,31.46774713,Viernes,22,0,1446.194923,1471.080452,1586.506138,5465.73476
21.94935157,95.29175594,48.79915597,Martes,22,0,3943.416558,4261.464815,4862.046592,15459.48919
27.67580791,29.68945376,16.56069073,Sábado,7,0,2527.220534,2482.136934,2910.96796,10570.47156
26.07845038,39.35984563,5.93278516,Miércoles,12,0,1346.123109,1475.057096,1484.584205,5315.64118
8.970772378,78.05730107,28.51936627,Jueves,14,0,4091.157353,3976.620537,4402.78881,14195.52381
28.48716885,45.43796274,45.31771055,Martes,1,0,1931.578734,2030.786401,2326.931493,7998.768324
9.4899635,64.73902391,39.20308899,Sábado,11,0,3945.808215,3792.239792,4244.439594,14435.6545
13.01598793,50.0116151,31.12579342,Sábado,23,0,3259.594744,3002.732516,3263.397519,10869.29631
29.8596562,76.81329434,15.75282483,Domingo,7,0,1778.116046,1896.558702,2024.122353,7015.017826
25.98531596,30.54981271,27.09400866,Lunes,20,0,1305.622909,1374.1894,1614.027434,5341.629922
33.96893642,15.26121885,4.562242065,Jueves,18,0,3372.996062,3589.292155,4272.649516,12909.32401
26.30451569,36.99364577,33.94727121,Martes,22,0,1100.847329,1056.746181,1224.255979,4737.64994
22.73234413,52.68777984,36.25480094,Martes,0,0,1261.857939,1313.256347,1393.722217,4612.928366
3.746990713,25.1218047,48.25158115,Miércoles,7,1,3808.876328,3595.520481,4163.912544,13299.9508
14.70863212,41.93175607,13.01986794,Domingo,9,0,3155.495366,2847.084529,3304.563193,10913.49025
10.60809471,45.99847165,0.922820952,Domingo,12,1,2305.181063,2474.14566,2557.339151,9032.135408
9.759585735,15.16526593,27.28042322,Lunes,4,0,3156.911771,3171.765348,3484.840966,11764.55319
38.92042219,62.49765234,35.33952522,Domingo,21,0,3366.59731,3692.250515,4236.254883,13725.14254
15.72390899,89.59090852,39.52037379,Lunes,8,0,3261.143465,3186.160447,3406.241408,11042.86242
35.68186221,23.65686217,9.686946651,Sábado,9,0,3570.216046,3896.443114,4605.235194,14252.54785
25.24554504,63.80272121,13.08764345,Sábado,13,0,4761.152401,4870.713434,5034.591158,17798.189
31.79245214,69.82652844,25.62954626,Martes,23,1,2555.11008,2561.347141,2847.40432,10096.11717
20.10548372,47.74012124,16.5300405,Miércoles,10,0,2204.605654,2117.660241,2546.929438,8203.602865
23.07615539,73.09878286,43.02557433,Martes,13,1,1153.739644,1228.796486,1281.23869,4752.148895
19.70070775,46.96583891,23.68800769,Domingo,2,0,1588.292227,1692.736655,1793.097132,5948.335256
7.809719512,55.41735592,39.97893221,Viernes,20,1,1424.999264,1401.324192,1439.672267,5885.034349
28.89808461,10.66177401,29.03098802,Sábado,15,0,2341.776747,2448.230706,2910.431397,8392.375141
11.2308945,72.25481027,38.65450708,Viernes,19,1,3439.962915,3403.663006,3774.996172,12886.43461
0.972638657,69.52084111,16.63364933,Domingo,16,0,1185.335565,1242.150902,1258.126496,4101.575944
25.81889184,13.45607896,41.5708311,Miércoles,4,0,3910.660018,4297.181955,5010.623148,15033.64952
7.084427176,43.14250967,13.72861578,Martes,6,0,2589.7318,2466.71763,2884.621535,9391.789533
37.61834337,98.11286567,27.3049404,Sábado,16,0,4854.018063,4984.156673,5039.266212,17112.64836
38.15714308,47.86629063,10.70035566,Miércoles,19,0,3273.539901,3194.895046,3568.745484,11502.09806
36.59457561,55.17508646,23.77632608,Martes,21,0,4085.44925,4124.973163,4483.353342,14458.44129
14.80634801,91.89371423,15.90876048,Martes,10,0,4444.724929,4777.321278,4916.897153,17122.10545
0.618264661,74.55356883,13.33517153,Viernes,11,0,4555.385205,4416.515079,4938.37722,16947.66169
37.1327425,62.3863118,48.3492509,Jueves,23,0,3073.846999,2810.964412,3247.708098,10370.70472
17.12736593,81.80242132,8.003705274,Domingo,1,0,2586.970234,2741.638554,3125.436091,10146.06402
38.66619276,87.79296398,39.36629187,Lunes,18,0,3242.059959,3277.738735,3281.33897,12305.60691
38.54479908,51.11992646,49.20824797,Sábado,4,0,2608.281606,2581.886291,2663.77329,9819.501194
34.12037822,52.75975284,0.995074187,Lunes,10,0,1962.859877,1838.545306,2323.495655,8616.657639
11.77795568,44.74458421,34.9513707,Miércoles,22,0,2295.679309,2108.743397,2494.638179,8318.114231
15.40390914,97.0035526,12.64559028,Lunes,18,0,1931.079425,1845.623583,1999.123702,6860.398798
34.04546686,72.74496289,2.024391216,Viernes,6,0,2077.750522,2168.716212,2512.772819,8803.815255
12.67688021,17.49007596,20.14447895,Jueves,20,0,1374.430949,1350.177996,1608.521994,5938.237906
6.779709867,87.6663661,46.76089051,Sábado,21,0,2705.850883,2743.855959,2859.764125,9400.966816
22.2720505,53.25039468,0.588254718,Domingo,5,1,1941.135626,1778.874373,2218.1745,7575.757808
37.44619097,16.18785158,29.3942846,Martes,10,0,2793.46621,2582.974644,3137.138363,10210.35229
27.84119187,59.47455296,25.06982393,Martes,13,0,4168.792937,3761.339977,4789.990368,14647.99008
22.8024468,47.54478511,43.66920822,Domingo,3,0,2793.249413,2890.054751,3345.468665,10393.46626
3.887059751,88.99744644,4.200085726,Viernes,7,0,4818.447483,4591.45478,5455.384426,18372.99586
24.60028907,28.35951432,34.07630149,Sábado,8,0,1591.347578,1739.956076,2072.711178,6839.097471
39.602154,84.38181485,34.00548492,Lunes,1,0,4401.059963,4232.46047,5161.762369,16772.45209
5.603360609,60.19198221,33.45400084,Domingo,10,0,1993.032456,1938.669721,2084.301978,6527.530524
20.73318609,14.91492729,47.11672475,Martes,19,0,4735.733803,4706.836196,5601.014688,17757.41994
35.09492288,97.46607712,41.15437645,Lunes,21,1,1908.591706,1839.554412,2045.856591,8021.157302
29.63074471,56.13537197,2.098636312,Viernes,6,0,3987.847144,4241.030153,4857.287333,14846.68472
27.88062964,36.17891688,23.55414254,Martes,3,0,1248.471603,1342.408307,1570.083526,5163.131548
28.09936336,52.24661578,19.89765281,Miércoles,23,0,3519.253749,3175.096126,3826.393401,13156.61439
14.37964605,87.20720052,15.50736105,Jueves,13,1,1874.696872,1932.685606,1952.595571,7678.816083
11.74367377,37.44128119,22.56683626,Lunes,23,0,3680.690167,3817.676827,4542.776917,14315.9638
32.37444622,27.34087568,19.20970925,Domingo,0,0,3543.31735,3870.312305,3926.416393,13544.71079
