peso_carne_g,tipo_pan,nivel_coccion,cantidad_queso_g,cantidad_salsa_ml,vegetales,cantidad_papas_g,gaseosa_ml,precio_usd,calidad
154.8686821536305,ajonjoli,bien_cocido,39.27467526050826,5,ninguno,148.169709173154,280,9.88,buena
248.2347355126607,blanco,crudo,13.621625391613797,30,ninguno,101.5830195782203,313,12.44,buena
178.038929644507,integral,bien_cocido,22.421036141554605,27,lechuga,72.66560686606861,401,12.95,buena
148.217070168433,blanco,crudo,38.53439952204003,13,cebolla,90.67725148249235,461,6.67,mala
160.51670054945888,blanco,crudo,25.73156289344176,28,lechuga,133.3519398126469,286,8.28,buena
117.92746698975822,blanco,medio,33.71921972052955,17,tomate,82.11769152576363,266,11.78,regular
115.63383702714538,integral,crudo,34.452032739593314,11,cebolla,60.99054676794876,471,14.46,regular
220.60037595500458,integral,medio,36.18122128352514,9,cebolla,182.92487074546275,399,13.84,regular
222.27233219981903,blanco,bien_cocido,30.248035018119488,10,lechuga,137.09675538449267,384,12.49,regular
118.82560815413672,integral,crudo,21.6796596709774,17,lechuga,125.84812451096033,323,8.47,buena
191.49969081357415,integral,medio,47.66138261233535,9,cebolla,178.14066358698736,289,13.5,excelente
154.7848854098021,ajonjoli,crudo,36.16241584817253,13,tomate,103.78785127985299,305,11.49,buena
244.44258346005697,ajonjoli,bien_cocido,11.373727157113107,23,ninguno,134.7751416882773,395,5.21,excelente
88.18624758831528,integral,medio,49.45818512805981,14,lechuga,88.80503665513754,355,11.59,buena
110.01464211466096,ajonjoli,medio,16.032137622251277,27,tomate,142.7194864865001,319,9.2,excelente
111.60437110536027,integral,medio,38.76174621511906,27,cebolla,170.14746127842855,454,13.12,mala
227.1803481823722,blanco,medio,14.743332187308145,12,cebolla,160.0950697568218,329,11.07,mala
135.83916918445334,integral,bien_cocido,25.437012630340142,5,cebolla,199.1111651563265,266,14.51,regular
189.597783348126,integral,bien_cocido,18.963069605184764,13,ninguno,55.63924845029809,417,11.43,excelente
237.73069562587193,blanco,crudo,36.16438356991073,12,ninguno,107.8304635893231,374,14.6,buena
191.08382185809427,blanco,crudo,40.31763287064018,21,cebolla,187.51401275050395,452,10.9,excelente
83.96225298301368,integral,medio,46.80476494590589,22,cebolla,112.89689361068031,288,8.93,excelente
230.21018066049703,blanco,bien_cocido,31.012240735275732,9,lechuga,193.14653852011804,322,14.67,buena
124.56170795957723,blanco,bien_cocido,18.788736611704557,11,lechuga,97.0857762963679,369,14.38,mala
165.36431650337974,integral,bien_cocido,36.9867932796529,28,cebolla,112.70408055136272,440,12.39,regular
216.3622199542658,ajonjoli,crudo,19.563515604264417,23,cebolla,81.44515413588091,334,6.78,mala
133.51280472495463,ajonjoli,medio,18.789687232586154,19,tomate,53.05345950449096,450,9.38,regular
192.3836245237087,integral,medio,29.39982854901227,20,tomate,199.39607397000387,344,14.5,regular
101.82520305488578,ajonjoli,crudo,13.702344770176262,16,lechuga,105.68897648776455,387,13.97,buena
197.73924653991344,integral,medio,33.78619806418168,12,ninguno,101.21150621865075,309,6.93,excelente
244.56461969304453,integral,medio,22.998500194987134,20,lechuga,119.75780738898804,355,5.35,buena
141.25688794678322,integral,bien_cocido,25.51272315444862,5,lechuga,153.20722718713498,396,8.83,excelente
203.86599972666988,blanco,crudo,24.21952838561483,22,lechuga,131.94415720472944,319,13.79,mala
207.14240043992433,blanco,crudo,27.252041989818217,21,cebolla,113.48579632353643,497,5.43,mala
132.1844435988425,blanco,crudo,19.646670902450275,7,ninguno,106.64506186037119,324,12.81,excelente
228.41055332523672,ajonjoli,medio,44.86066716958386,27,cebolla,163.98758510969805,459,5.49,excelente
244.28841623465559,blanco,crudo,15.904252129453003,15,ninguno,51.8645277573858,358,13.25,excelente
92.42205888833094,ajonjoli,medio,38.54269945022788,19,tomate,106.17909535505345,383,13.82,regular
226.4308042526085,ajonjoli,crudo,17.8396572870901,11,tomate,151.40232237121364,348,5.32,buena
146.3448937417681,ajonjoli,bien_cocido,45.87698424958506,22,ninguno,60.07416631289448,408,8.96,buena
156.77605770512437,blanco,crudo,49.796405588264875,24,lechuga,133.86536140821462,353,12.48,buena
150.28639771387867,ajonjoli,bien_cocido,40.811611174221824,24,tomate,159.99319280319926,393,12.78,regular
195.42254686160942,ajonjoli,medio,26.489636360486468,22,lechuga,119.55214340502467,463,11.35,regular
95.25297543610995,integral,medio,38.32778956295125,29,tomate,67.62250032992355,468,10.28,excelente
171.59578630074992,ajonjoli,crudo,22.948297563393755,29,lechuga,118.42636973426218,433,8.71,mala
198.47683378983373,integral,medio,35.68662303812795,13,cebolla,188.32821417459542,312,10.27,buena
185.2703061791746,blanco,bien_cocido,47.97179623986878,26,ninguno,180.3196481027665,455,6.74,excelente
215.23112903570885,ajonjoli,crudo,19.54463066298778,17,lechuga,125.55755635001725,280,6.68,mala
175.22348829276314,blanco,medio,49.48003885782001,6,tomate,139.71746237031687,291,9.67,mala
127.11816481552029,blanco,medio,28.040004018666046,5,cebolla,162.40155709542634,319,12.47,excelente
123.7002206005861,blanco,bien_cocido,48.71366876609662,9,lechuga,128.26749931505293,330,6.21,regular
223.3112946182278,ajonjoli,crudo,33.7063085784671,9,tomate,171.6942097106479,338,9.89,excelente
213.74389256859365,ajonjoli,medio,29.503067105024282,12,cebolla,89.90007859843443,443,10.32,mala
170.5920617236509,ajonjoli,crudo,12.385097724885753,9,ninguno,156.71677169051358,430,12.47,excelente
162.4495132636303,blanco,medio,29.323355035897517,21,lechuga,189.14857428544119,326,10.57,regular
226.0144047753409,blanco,bien_cocido,31.90984912500887,15,lechuga,76.99452256742987,441,13.95,buena
128.04019925101218,blanco,crudo,27.234100872164177,22,cebolla,72.20525442055964,280,13.27,buena
115.84546420612901,integral,bien_cocido,21.026467380181476,28,ninguno,93.12233738221114,386,6.61,buena
170.37187678685575,ajonjoli,medio,28.288804217491005,22,cebolla,140.2320128574949,259,10.79,excelente
196.4571415851948,integral,crudo,27.874526956853934,23,tomate,166.06494108778352,263,8.53,excelente
84.7989753472599,ajonjoli,crudo,27.452710062842527,28,lechuga,129.1425685995502,419,10.51,mala
112.11653567690931,ajonjoli,medio,25.562983881794935,26,cebolla,107.81113182342705,415,5.21,regular
245.9735493763457,blanco,medio,28.34219951266547,30,cebolla,104.51528368850141,320,6.38,buena
107.11335900601435,blanco,medio,18.42487887361676,12,cebolla,166.79232170201374,355,9.55,excelente
173.22759056865988,integral,bien_cocido,37.75611556950135,23,tomate,63.714261644106415,258,8.53,buena
83.65140279770446,ajonjoli,crudo,20.759470381292495,8,ninguno,80.37517289189984,413,14.77,buena
93.76377261640212,integral,medio,10.17010053485933,16,ninguno,127.83447152302168,500,13.46,excelente
198.11189636817798,blanco,crudo,18.915100703689653,9,tomate,135.63736828514027,336,11.24,regular
120.30533826656043,ajonjoli,bien_cocido,17.157939887436505,14,lechuga,188.41761072338724,255,6.12,excelente
162.5015051528605,integral,crudo,42.02309721104045,13,tomate,107.8990183909512,396,12.43,mala
236.57718554412307,blanco,crudo,36.6303901963678,25,ninguno,165.92460975520677,340,5.21,excelente
136.1157848715612,integral,crudo,29.670552088966893,14,lechuga,51.33940860134149,294,12.48,mala
230.94478386566536,integral,bien_cocido,14.463423463924215,30,cebolla,91.91788208826527,415,13.77,mala
217.37149769805205,blanco,crudo,38.19579570789516,21,cebolla,89.94162708717587,282,14.52,regular
112.36266810550399,integral,crudo,11.044357467150117,21,tomate,59.7031613987747,292,10.22,buena
193.83825940487384,integral,crudo,36.98331603459752,6,cebolla,185.0656931037355,342,7.31,buena
81.79616792655173,blanco,bien_cocido,24.063647007313286,13,tomate,168.95934822364563,475,7.43,buena
199.73139005258378,integral,crudo,16.997317783231217,6,ninguno,108.54235440310151,424,13.3,excelente
135.10468259549134,ajonjoli,bien_cocido,28.97046547066992,14,lechuga,71.30117826738928,390,8.0,regular
173.74277841926778,blanco,crudo,13.926602735853573,30,ninguno,147.98110808205985,295,13.57,excelente
243.18654777116575,blanco,crudo,44.63402462399765,28,ninguno,98.55413373193369,457,11.01,regular
178.12126366964094,ajonjoli,medio,26.300930301910007,9,tomate,83.9026027631801,308,7.21,regular
234.7307104102868,ajonjoli,bien_cocido,49.58586513692135,18,tomate,135.53877750000228,421,13.04,mala
82.63832902243918,blanco,bien_cocido,46.58785277136038,18,lechuga,99.4753403293894,289,11.9,buena
90.6319168235571,blanco,medio,30.702068416568622,23,lechuga,81.32311104826664,327,5.53,buena
137.42383439497357,integral,crudo,31.804532789669477,30,ninguno,144.98303732875667,277,11.94,regular
180.82134943360796,integral,crudo,35.41595388823019,5,lechuga,151.46557952499364,303,9.57,regular
85.41233125578029,ajonjoli,crudo,44.373633697937976,27,lechuga,182.73507557977996,376,14.65,regular
125.21721514978442,blanco,medio,10.813656478067628,11,lechuga,87.51854362899854,480,14.83,mala
84.13001855923082,blanco,crudo,44.396485627268504,10,lechuga,89.30685632530049,343,7.24,mala
90.57625985955764,integral,bien_cocido,19.061135915759042,9,tomate,53.58044570153465,274,12.8,mala
155.83833302935676,integral,bien_cocido,13.557475091519962,6,tomate,122.68645845463152,494,10.85,mala
118.90161322518065,blanco,crudo,21.604406543518614,12,cebolla,90.52511152081976,321,13.77,excelente
123.0437585665413,integral,medio,28.865745845730622,20,ninguno,120.52456310300366,463,9.59,mala
188.99587094914924,ajonjoli,medio,16.53084276175381,10,lechuga,197.80602222465276,439,9.28,regular
189.4928210608755,blanco,medio,30.752237697438012,13,cebolla,131.42685713360362,474,11.97,buena
196.17851361553937,ajonjoli,bien_cocido,14.818601635166555,5,lechuga,157.58948993213386,474,10.46,buena
112.59622324840916,blanco,bien_cocido,10.679463400485897,26,cebolla,172.96521286577604,481,9.94,regular
217.2220275787093,blanco,crudo,22.589587313778388,6,tomate,82.95766033406409,459,6.24,mala
155.39018135729066,integral,medio,30.410084678927124,30,lechuga,51.898788780101064,440,7.72,excelente
80.56086909002178,integral,crudo,44.876076334647735,5,lechuga,82.12939091714141,461,9.14,mala
245.6540201055629,ajonjoli,bien_cocido,34.65694911257984,8,ninguno,138.70266179198455,268,7.48,mala
180.5691976269547,ajonjoli,medio,10.219761297902657,28,ninguno,122.72009890558394,385,6.62,excelente
218.59373396118136,ajonjoli,crudo,10.850894361610429,12,cebolla,96.19417079681492,364,5.31,excelente
109.31431095012016,integral,bien_cocido,21.94836403356366,6,cebolla,70.37403740162041,491,11.62,regular
130.04994610075073,blanco,bien_cocido,37.785501397082584,10,tomate,173.47986179259425,415,10.03,mala
112.63457066118704,blanco,medio,46.01764130128158,12,ninguno,76.66954426752037,301,10.07,mala
101.15193414702597,integral,crudo,11.598765744685684,11,ninguno,152.86751014653453,478,7.19,mala
90.95001078348665,ajonjoli,medio,47.46236374800568,11,tomate,69.54020451262588,306,6.57,buena
234.58466506215728,ajonjoli,medio,45.98882167117664,14,tomate,161.5894436798174,434,10.43,buena
246.09669596365003,ajonjoli,crudo,32.240348677960014,11,tomate,64.61513347947889,295,9.1,mala
221.14342680423118,integral,bien_cocido,10.495681881315662,23,tomate,102.52861356357369,320,5.34,excelente
136.33062908218105,ajonjoli,crudo,39.71449199177119,29,tomate,64.89186992670862,492,7.01,regular
239.53119132189977,blanco,crudo,36.67654492586746,27,tomate,112.70325458150663,332,5.71,excelente
110.99039991991415,ajonjoli,bien_cocido,24.608428057096155,13,cebolla,132.43096950641484,457,8.25,buena
126.8080652865942,ajonjoli,crudo,40.97465317804402,25,tomate,189.41011555724987,445,13.69,mala
200.7323646774081,integral,crudo,11.343108011940298,16,lechuga,106.87886362062297,267,11.83,buena
195.55507821580963,blanco,bien_cocido,35.43287352468845,5,ninguno,97.6311749094244,280,14.68,regular
203.5813672050134,ajonjoli,crudo,22.8498587776167,25,lechuga,174.3871098976601,382,6.08,regular
232.13210989981968,integral,crudo,28.495403635803118,11,cebolla,82.60659232305309,313,12.95,buena
227.62074235654276,blanco,crudo,25.766920454877248,13,tomate,101.44641915533782,306,12.74,buena
89.2434993270521,blanco,medio,26.64582123819016,5,tomate,99.21106461140782,316,12.83,buena
115.73219291077638,ajonjoli,medio,34.89216834197601,7,cebolla,72.63299772749207,280,9.2,mala
184.9444503404105,integral,crudo,35.52717029086112,14,cebolla,58.757874031647155,476,13.89,regular
95.40711492729696,integral,medio,37.234197367545036,5,lechuga,192.0812784233543,448,10.68,excelente
97.06635926704317,ajonjoli,crudo,28.392439279778905,6,cebolla,98.37436390080089,365,9.7,excelente
214.27936747312427,blanco,crudo,49.74416271142903,15,lechuga,193.97943996983486,469,7.2,mala
217.60089009049685,blanco,medio,43.821004133304776,16,ninguno,95.43290721242721,487,10.06,regular
220.3446417917211,integral,bien_cocido,35.73139640124796,15,ninguno,88.89083289041285,372,5.88,mala
232.86645075653772,integral,crudo,41.776669616380566,5,cebolla,185.43399084906073,390,8.84,excelente
221.97236939892426,integral,medio,28.186411131254644,28,tomate,159.64447759466282,404,5.5,buena
222.40165822833802,blanco,medio,38.269648199987046,10,tomate,177.29212910324065,377,14.95,buena
104.62624098798132,blanco,medio,46.35146935071974,22,tomate,77.59851876705014,381,6.22,regular
125.82965424187043,ajonjoli,bien_cocido,13.492658388271096,23,ninguno,153.79695447523042,415,10.64,mala
127.7859126620156,blanco,bien_cocido,29.39596827724465,24,cebolla,184.58338226935223,289,12.39,regular
122.48151316884338,integral,crudo,29.507404856583936,26,ninguno,118.27174257109887,397,9.01,regular
246.40267398013424,blanco,medio,15.686317860267888,22,lechuga,51.9577461480433,307,11.88,buena
149.3109926526689,integral,medio,30.154590164098426,6,cebolla,152.0270578453596,476,13.94,mala
241.68894717113378,ajonjoli,medio,18.27402603247288,6,ninguno,115.27127220417714,395,12.68,regular
219.57046529362407,ajonjoli,crudo,15.639033121774396,28,cebolla,159.3606088429786,417,14.76,buena
88.25801897175361,integral,medio,28.493437542527083,14,ninguno,163.36135732299283,468,10.98,excelente
240.88421873621996,ajonjoli,crudo,38.443936253804694,22,tomate,72.02633478711437,427,12.19,regular
102.55295054206684,integral,medio,30.312186287221692,16,lechuga,53.528485134526846,270,14.01,excelente
107.39580434348272,blanco,bien_cocido,47.88845911411126,7,lechuga,82.01546651763803,338,8.95,regular
156.96706589484995,ajonjoli,medio,24.918855735155034,26,ninguno,107.39858263452214,390,13.45,buena
170.3852897020091,blanco,bien_cocido,44.01007451403955,26,lechuga,54.88045109499129,453,6.97,regular
198.96539050313322,integral,bien_cocido,38.98103263131459,13,tomate,134.21310917916122,264,5.05,regular
124.5896432619138,integral,medio,45.24007046032305,6,ninguno,164.0795048963472,462,14.21,excelente
212.45473580327248,ajonjoli,crudo,49.58613598886658,28,cebolla,62.881660415011815,452,5.47,mala
198.80395075386667,ajonjoli,bien_cocido,34.42475839756578,19,ninguno,186.5332703514897,356,6.13,excelente
243.8557814911557,blanco,crudo,16.39842894591913,8,ninguno,71.32550930525545,426,13.69,mala
234.08660596885835,blanco,bien_cocido,21.535230319882018,28,tomate,69.15449845506043,372,5.6,buena
215.4328266820306,integral,medio,44.592402231430015,14,ninguno,62.16241594215772,481,6.12,mala
114.41680777445768,blanco,medio,10.15595091540073,16,ninguno,193.68620274075428,380,8.43,buena
190.5622147361869,blanco,crudo,40.324635984119,6,lechuga,76.44442543042918,463,10.13,excelente
160.94131508877345,ajonjoli,bien_cocido,21.16889163122125,8,ninguno,68.86136035503591,493,12.11,buena
164.74158992650786,integral,crudo,36.26227652309021,17,ninguno,141.7437049119019,459,12.1,mala
232.47317846681756,ajonjoli,crudo,35.11416423384094,7,lechuga,142.32371992749393,321,11.45,buena
195.9915776564739,integral,bien_cocido,39.50263679311818,16,lechuga,102.15845746368342,389,5.6,regular
202.03694257430948,blanco,medio,48.53445716337238,7,lechuga,60.39475807726174,485,12.57,regular
143.63652290167883,integral,bien_cocido,41.58948950225785,24,ninguno,69.52450515223123,399,7.63,buena
121.0776282781207,blanco,medio,19.009273914239103,27,lechuga,123.51749781991417,413,13.72,regular
201.29614976097878,ajonjoli,crudo,41.87956788845315,22,cebolla,165.25960659364856,355,14.51,regular
166.24257165047095,ajonjoli,bien_cocido,34.87089197674414,16,lechuga,76.33860668656487,304,13.25,buena
165.46133762555385,blanco,bien_cocido,13.012576186461104,12,cebolla,169.14788587666513,263,8.14,regular
243.46853808085837,integral,bien_cocido,31.984569677970292,20,lechuga,102.3418484824747,389,5.78,excelente
209.7796048363941,ajonjoli,bien_cocido,10.662502027431158,14,cebolla,58.75460925229311,393,10.56,mala
155.27955555729,integral,bien_cocido,34.20466329337022,23,cebolla,192.4875066269353,438,5.63,buena
182.29199831569437,ajonjoli,medio,18.168447689149204,11,tomate,145.83941070155393,439,5.66,regular
188.00035677316856,integral,crudo,38.892899413611204,16,ninguno,53.84670553097586,257,14.08,regular
230.07005144717684,integral,bien_cocido,15.977964596455863,25,tomate,132.26022594647333,485,8.59,excelente
180.80860466164816,blanco,crudo,31.60600493362232,8,tomate,129.11304472996852,272,9.58,regular
248.4669899452262,blanco,bien_cocido,38.601346110344075,22,ninguno,191.93329941178212,310,7.04,mala
115.17346089819911,blanco,bien_cocido,39.162108266885355,9,ninguno,104.31782898607892,407,5.66,buena
91.7483981725273,integral,crudo,16.62711401855749,28,cebolla,120.30978324436806,289,6.6,excelente
166.30035419744695,integral,bien_cocido,40.62123211844428,28,cebolla,164.27494074374374,363,7.81,mala
120.7417434544125,integral,crudo,33.41454082582477,24,ninguno,58.75210595829795,400,12.06,mala
136.48810830969984,blanco,bien_cocido,27.45582841618333,9,ninguno,72.19230866573622,389,9.14,mala
221.3324141024796,ajonjoli,bien_cocido,29.530305604903177,9,lechuga,162.51910630707215,427,10.82,regular
182.35728620434654,blanco,medio,43.9516622992989,28,ninguno,146.4302810125002,441,11.68,excelente
206.87838844560207,ajonjoli,crudo,13.467439348662609,20,tomate,105.6863124481635,314,7.28,mala
178.39953287811215,ajonjoli,bien_cocido,19.177694319151655,22,ninguno,191.49147954555866,394,5.67,excelente
82.52712333522012,integral,crudo,33.18583357552114,21,tomate,164.3027026937517,412,12.29,regular
227.43107677915512,blanco,medio,26.23188928617404,13,lechuga,140.99307098285595,297,9.78,regular
84.58395185207702,ajonjoli,crudo,30.470833733857926,7,ninguno,185.21731170045018,468,8.09,regular
197.0020587519042,blanco,bien_cocido,26.630285377477318,15,ninguno,92.48321488015608,381,11.3,mala
234.211111879215,blanco,bien_cocido,38.45878295778725,12,tomate,184.71478158975722,389,5.78,mala
114.34172057906467,blanco,medio,23.90558876423311,25,tomate,84.02675898618511,335,14.05,mala
236.86387162268687,integral,medio,19.146933028261387,15,lechuga,126.4565597574397,477,7.51,buena
237.32948255040088,integral,medio,17.221967180536705,17,lechuga,141.56246147436326,321,11.41,mala
231.52754561737095,integral,crudo,43.983576795381204,15,ninguno,156.82662882622483,395,12.46,regular
189.2451266574629,integral,bien_cocido,49.767107072013474,28,tomate,134.89862385891308,328,9.39,regular
205.13079714180918,blanco,medio,16.225546168354917,15,cebolla,184.47745995253322,489,6.97,regular
190.05991229739652,integral,bien_cocido,11.816417561141602,16,tomate,103.22085224047672,271,5.96,buena
209.60704988412164,ajonjoli,crudo,43.62549335949594,21,ninguno,188.381157999047,269,11.02,buena
173.73656219463032,blanco,medio,17.163258138435857,5,ninguno,147.70081864692952,318,9.84,excelente
195.65606563387593,blanco,crudo,36.233576239019314,14,cebolla,62.67689766723716,304,14.53,mala
106.27625538832307,blanco,crudo,34.42616667961519,29,tomate,115.29313607913888,381,12.46,mala
240.8466713100934,blanco,bien_cocido,32.21735736198869,11,tomate,177.49925653849948,428,11.33,excelente
99.31441275001578,ajonjoli,medio,16.153881642536284,27,lechuga,103.95890405824746,305,13.47,excelente
205.1221718630266,blanco,crudo,25.612620931505383,24,tomate,90.25480703233066,353,13.52,excelente
230.95238789247955,blanco,medio,37.59612443536959,22,lechuga,96.11883218312195,453,9.42,mala
105.11257327850149,integral,bien_cocido,18.591086950410777,26,ninguno,173.9007325263327,376,9.86,regular
233.2423132544439,blanco,crudo,12.918918947830171,10,ninguno,169.06240852293183,378,10.65,regular
198.43910762403107,blanco,bien_cocido,35.392273127765606,26,ninguno,123.26469533256669,402,5.93,regular
163.75420939252362,blanco,crudo,17.30236169435917,26,tomate,88.25303648521104,326,6.67,buena
86.81314136666245,integral,medio,23.024583658998168,29,cebolla,161.3451846569062,268,10.34,mala
157.145664057921,blanco,bien_cocido,15.965120495972274,14,ninguno,73.27151186472568,319,13.0,mala
112.56311640756755,ajonjoli,medio,29.72162959015213,7,cebolla,51.072993623353824,286,8.11,excelente
220.60595207904743,blanco,crudo,34.74885998336466,12,lechuga,153.59939645814356,314,8.92,excelente
182.57634827156207,integral,bien_cocido,16.412080735634508,17,lechuga,126.85815751246189,443,11.84,regular
99.75793843402465,integral,crudo,32.60611588118865,16,ninguno,134.17777521217465,415,12.08,excelente
157.4922380745473,ajonjoli,medio,20.04890669346308,18,cebolla,64.40402371593076,436,12.29,excelente
175.17038384825048,blanco,medio,38.21172667189427,13,tomate,148.62479398923782,369,6.27,mala
127.1502137318994,ajonjoli,bien_cocido,41.58304284990264,19,tomate,171.82159159085228,469,9.01,mala
154.80806374003055,blanco,medio,41.44433435174961,7,ninguno,79.67622202675136,302,11.84,buena
123.27750684298572,integral,crudo,18.766297983345474,28,cebolla,171.00216792312102,468,7.81,regular
185.28243232361143,blanco,crudo,28.759471966850192,18,lechuga,169.00327157321402,340,8.15,excelente
219.63686721133448,integral,medio,15.562380529252131,26,lechuga,120.8122785186869,270,9.57,regular
141.00786614477772,blanco,crudo,20.032229445446937,30,ninguno,133.32025833427937,431,5.76,mala
102.36086417961859,ajonjoli,crudo,11.398560302114692,23,tomate,135.6317470344793,405,10.01,regular
203.83371851532718,integral,medio,28.294197188263986,27,ninguno,186.10550302449707,376,10.58,mala
247.9308618022044,blanco,medio,48.4403823360626,13,cebolla,159.49832624018853,403,6.98,regular
194.0538122725103,ajonjoli,crudo,48.15353393607864,22,lechuga,167.02964923837897,313,6.86,excelente
90.51119721545484,integral,medio,49.216014351776195,21,lechuga,198.88586748866788,252,8.58,excelente
216.0366976888442,integral,medio,36.192368289336095,21,lechuga,148.29036146627516,486,6.49,regular
243.1887043882985,integral,crudo,47.039869949809976,18,tomate,90.88693354693811,337,5.43,mala
176.39243170359484,integral,crudo,27.384142046429467,14,lechuga,133.07904179516913,260,7.41,buena
80.31314137039443,blanco,crudo,27.390614902455788,24,tomate,125.59681952045682,321,5.1,regular
200.84550375042414,ajonjoli,medio,24.612881118829584,11,tomate,93.3194960327196,370,7.63,regular
84.79359114180897,ajonjoli,medio,42.29894319263254,21,cebolla,183.54148894978604,423,11.28,mala
216.68913406493564,ajonjoli,bien_cocido,25.918708026009064,28,cebolla,165.31371225542344,332,9.27,regular
232.82644812446276,blanco,crudo,36.60760911284221,7,ninguno,58.31139832869492,443,10.57,regular
206.30159742600938,integral,medio,40.42746379376709,6,ninguno,178.26615366034733,437,6.29,regular
85.91981155684645,ajonjoli,bien_cocido,26.55765942943944,21,tomate,54.916617502879994,341,13.78,excelente
91.21004885407302,integral,bien_cocido,12.233451046728256,19,tomate,130.95547009822783,293,11.19,buena
188.2474284656381,blanco,crudo,24.161499898647236,28,tomate,155.47333536945257,376,12.76,excelente
248.40787078551105,blanco,bien_cocido,17.19751242204326,12,tomate,118.01840427627991,268,8.58,excelente
84.43283892878927,integral,crudo,40.84378568601302,16,lechuga,79.67873854101728,292,13.5,excelente
190.80566702301576,blanco,medio,48.757768810818554,16,lechuga,146.2535437701599,437,14.86,buena
130.70168812898294,blanco,bien_cocido,25.3584452025827,28,tomate,118.21051988509515,382,9.81,regular
98.23618265111598,ajonjoli,bien_cocido,43.24038368831062,24,tomate,147.72333608440587,258,14.07,buena
165.59313539716624,integral,medio,48.55389358913317,24,tomate,183.0690343307568,475,11.17,mala
204.29019402883233,integral,crudo,41.93688929431426,30,tomate,86.05156120556674,314,14.78,buena
180.15802676101953,blanco,bien_cocido,45.390377566937076,13,tomate,66.97401306354408,354,9.86,regular
107.97400137575454,integral,medio,44.9293949311553,7,lechuga,124.11806729785576,433,12.0,excelente
120.03605289894128,integral,crudo,18.04517448767957,27,tomate,142.1422513070889,302,10.53,excelente
174.38806209765517,integral,medio,35.572623866378144,26,ninguno,60.085778423823086,261,14.16,buena
189.58545721662347,ajonjoli,bien_cocido,44.11981921567462,5,lechuga,106.12131572815899,303,10.03,buena
101.10398992720833,ajonjoli,medio,36.448643381469324,6,ninguno,60.8722550511068,290,10.05,excelente
105.47940893926244,integral,crudo,28.561180328209836,16,lechuga,161.32330940391626,264,14.02,regular
209.6018694082399,integral,medio,16.848906136377227,20,tomate,150.24587947086778,263,5.43,excelente
